date,airline,flight_number,origin,destination,origin_country,destination_country,aircraft_type,passengers_affected,reason,data_source
2026-03-02,Pakistan International Airlines,PK1359,Doha,Dubai,Qatar,UAE,Boeing 777-200LR,328,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-02,Pakistan International Airlines,PK6514,Abu Dhabi,Cairo,UAE,Egypt,Airbus A350-900,239,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Pakistan International Airlines,PK7581,London,Dubai,UK,UAE,Airbus A320neo,274,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-02,Qatar Airways,QA2526,London,Dubai,UK,UAE,Boeing 737-800,371,Airspace closure — NOTAM,Original sample data
2026-03-02,Qatar Airways,QA828,Riyadh,Islamabad,Saudi Arabia,Pakistan,Airbus A380-800,361,Crew safety — company policy,Original sample data
2026-03-02,Qatar Airways,QR9813,Abu Dhabi,Doha,UAE,Qatar,Airbus A380-800,294,Government travel ban,Simulated — scaled from verified sample
2026-03-02,Qatar Airways,QR8846,Moscow,Beirut,Russia,Lebanon,Boeing 777-200LR,157,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-02,Qatar Airways,QR7431,Kuwait City,Muscat,Kuwait,Oman,Boeing 787-9 Dreamliner,264,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-02,Qatar Airways,QR4196,Istanbul,Cairo,Turkey,Egypt,Airbus A320neo,80,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-02,Qatar Airways,QR1017,London,Beijing,UK,China,Airbus A350-900,117,Government travel ban,Simulated — scaled from verified sample
2026-03-02,Qatar Airways,QR6636,Abu Dhabi,Paris,UAE,France,Boeing 737-800,269,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-02,Qatar Airways,QR7705,London,Dubai,UK,UAE,Airbus A320neo,240,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-02,Saudi Arabian Airlines,SA1240,Doha,Lahore,Qatar,Pakistan,Airbus A330-300,378,Airspace closure — NOTAM,Original sample data
2026-03-02,Saudi Arabian Airlines,SV2901,Islamabad,Singapore,Pakistan,Singapore,Airbus A380-800,189,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-02,Saudi Arabian Airlines,SV7434,Sydney,Mumbai,Australia,India,Boeing 787-9 Dreamliner,167,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-02,Saudi Arabian Airlines,SV7046,Doha,Riyadh,Qatar,Saudi Arabia,Airbus A330-300,392,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-02,Saudi Arabian Airlines,SV8035,London,Abu Dhabi,UK,UAE,Boeing 737-800,345,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-02,Saudi Arabian Airlines,SV9368,Paris,Abu Dhabi,France,UAE,Airbus A330-300,312,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-02,Saudi Arabian Airlines,SV4287,Delhi,London,India,UK,Airbus A350-900,366,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-02,Saudi Arabian Airlines,SV2481,Riyadh,Doha,Saudi Arabia,Qatar,Airbus A320neo,450,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Singapore Airlines,SI9793,Sydney,Abu Dhabi,Australia,UAE,Airbus A321neo,98,Crew safety — company policy,Original sample data
2026-03-02,Singapore Airlines,SI855,Bahrain,London,Bahrain,UK,Airbus A380-800,147,Insurance restriction — war zone,Original sample data
2026-03-02,Singapore Airlines,SI2081,New York,Dubai,USA,UAE,Boeing 737 MAX 8,345,Crew safety — company policy,Original sample data
2026-03-02,Singapore Airlines,SI5913,Islamabad,Paris,Pakistan,France,Boeing 737-800,149,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-02,Singapore Airlines,SI8586,London,Doha,UK,Qatar,Boeing 737-800,296,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-02,Singapore Airlines,SI1274,Kuwait City,Dubai,Kuwait,UAE,Airbus A330-300,312,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-02,Singapore Airlines,SI2753,Moscow,Doha,Russia,Qatar,Airbus A330-300,111,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-02,Singapore Airlines,SI4971,Lahore,Abu Dhabi,Pakistan,UAE,Airbus A330-300,309,Government travel ban,Simulated — scaled from verified sample
2026-03-02,Singapore Airlines,SI6131,Istanbul,Paris,Turkey,France,Boeing 777-300ER,384,Government travel ban,Simulated — scaled from verified sample
2026-03-02,Singapore Airlines,SI7703,Abu Dhabi,Kuwait City,UAE,Kuwait,Boeing 777-200LR,173,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Singapore Airlines,SI2526,Lahore,Dubai,Pakistan,UAE,Airbus A350-900,364,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-02,Singapore Airlines,SI1894,Delhi,Doha,India,Qatar,Airbus A330-300,183,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-02,Singapore Airlines,SI8428,London,Doha,UK,Qatar,Boeing 737 MAX 8,330,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH8012,Dubai,Islamabad,UAE,Pakistan,Boeing 777-200LR,235,Airport closure — military activity,Original sample data
2026-03-02,Thai Airways,TH4470,Bahrain,Karachi,Bahrain,Pakistan,Boeing 737-800,323,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH4768,New York,Delhi,USA,India,Airbus A340-600,173,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH7288,Abu Dhabi,Moscow,UAE,Russia,Airbus A380-800,135,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH8061,Kuwait City,Istanbul,Kuwait,Turkey,Airbus A380-800,201,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH9755,Delhi,Tehran,India,Iran,Boeing 737-800,203,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH7743,Tehran,Dubai,Iran,UAE,Boeing 787-10 Dreamliner,109,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH3396,Tehran,Frankfurt,Iran,Germany,Boeing 777-200LR,158,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH1391,Karachi,Doha,Pakistan,Qatar,Airbus A380-800,201,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH7275,Cairo,Doha,Egypt,Qatar,Airbus A340-600,80,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH6883,Mumbai,Cairo,India,Egypt,Airbus A320neo,422,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH7415,Paris,London,France,UK,Boeing 787-10 Dreamliner,171,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH8066,Singapore,Dubai,Singapore,UAE,Airbus A320neo,278,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH5825,Delhi,Frankfurt,India,Germany,Boeing 787-10 Dreamliner,172,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-02,Thai Airways,TH8133,Delhi,Dubai,India,UAE,Boeing 737-800,446,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Turkish Airlines,TK9180,Kuwait City,Istanbul,Kuwait,Turkey,Airbus A320neo,385,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Turkish Airlines,TK3755,Cairo,Doha,Egypt,Qatar,Boeing 787-10 Dreamliner,166,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-02,Turkish Airlines,TK2923,Karachi,Abu Dhabi,Pakistan,UAE,Airbus A320neo,196,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-02,Turkish Airlines,TK1197,Tehran,Lahore,Iran,Pakistan,Airbus A330-300,450,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Turkish Airlines,TK5546,Istanbul,London,Turkey,UK,Airbus A321neo,162,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Turkish Airlines,TK1480,Los Angeles,Tehran,USA,Iran,Boeing 777-200LR,135,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,Turkish Airlines,TK1157,Singapore,Kuwait City,Singapore,Kuwait,Boeing 737 MAX 8,310,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-02,Turkish Airlines,TK4594,Abu Dhabi,Kuwait City,UAE,Kuwait,Boeing 777-300ER,450,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,United Airlines,UN1550,Dubai,Karachi,UAE,Pakistan,Boeing 787-10 Dreamliner,297,Government travel ban,Original sample data
2026-03-02,United Airlines,UN1822,Istanbul,Karachi,Turkey,Pakistan,Boeing 737-800,285,Crew safety — company policy,Original sample data
2026-03-02,United Airlines,UN4625,Beirut,Doha,Lebanon,Qatar,Boeing 737-800,207,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-02,United Airlines,UN3248,Singapore,Frankfurt,Singapore,Germany,Boeing 787-9 Dreamliner,196,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-02,United Airlines,UN1186,Cairo,Abu Dhabi,Egypt,UAE,Boeing 777-200LR,217,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-02,United Airlines,UN7052,Riyadh,Abu Dhabi,Saudi Arabia,UAE,Airbus A340-600,262,Government travel ban,Simulated — scaled from verified sample
2026-03-02,United Airlines,UN9226,Doha,London,Qatar,UK,Boeing 787-9 Dreamliner,80,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-02,flydubai,FZ9939,Dubai,Lahore,UAE,Pakistan,Airbus A330-300,437,Government travel ban,Simulated — scaled from verified sample
2026-03-02,flydubai,FZ8570,Abu Dhabi,London,UAE,UK,Boeing 737-800,244,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-02,flydubai,FZ7809,Lahore,Abu Dhabi,Pakistan,UAE,Boeing 787-10 Dreamliner,332,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-02,flydubai,FZ9185,Paris,Dubai,France,UAE,Airbus A340-600,136,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-02,flydubai,FZ5625,Doha,Cairo,Qatar,Egypt,Boeing 787-10 Dreamliner,326,Government travel ban,Simulated — scaled from verified sample
2026-03-02,flydubai,FZ8591,Cairo,Paris,Egypt,France,Airbus A321neo,231,Government travel ban,Simulated — scaled from verified sample
2026-03-02,flydubai,FZ2478,Abu Dhabi,New York,UAE,USA,Airbus A321neo,215,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-02,flydubai,FZ4584,Moscow,Dubai,Russia,UAE,Airbus A350-900,371,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-02,flydubai,FZ3573,Istanbul,Abu Dhabi,Turkey,UAE,Airbus A321neo,158,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-02,flydubai,FZ4471,Muscat,Dubai,Oman,UAE,Airbus A330-300,195,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-03,Air Arabia,AI7069,Sydney,Abu Dhabi,Australia,UAE,Boeing 737 MAX 8,292,Security risk — conflict zone,Original sample data
2026-03-03,Air Arabia,AI3704,Paris,Doha,France,Qatar,Boeing 737 MAX 8,176,Security risk — conflict zone,Original sample data
2026-03-03,Air Arabia,AI8537,Dubai,Frankfurt,UAE,Germany,Boeing 787-10 Dreamliner,440,Airspace closure — NOTAM,Original sample data
2026-03-03,Air Arabia,G96094,Paris,Frankfurt,France,Germany,Airbus A340-600,243,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G97168,Paris,London,France,UK,Airbus A380-800,104,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G95278,Frankfurt,Amman,Germany,Jordan,Airbus A320neo,249,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G97253,Los Angeles,Doha,USA,Qatar,Airbus A321neo,123,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G91885,Riyadh,Paris,Saudi Arabia,France,Airbus A320neo,245,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G97284,London,Dubai,UK,UAE,Airbus A350-900,193,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G91785,Sydney,Dubai,Australia,UAE,Boeing 777-300ER,277,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G99966,Doha,Paris,Qatar,France,Boeing 787-9 Dreamliner,349,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G95192,Tehran,Amman,Iran,Jordan,Airbus A340-600,348,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G97221,Beirut,Dubai,Lebanon,UAE,Boeing 787-9 Dreamliner,225,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G97203,Tehran,Dubai,Iran,UAE,Boeing 737 MAX 8,450,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G98324,Karachi,London,Pakistan,UK,Boeing 787-9 Dreamliner,83,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G93301,Dubai,Beirut,UAE,Lebanon,Airbus A380-800,361,Government travel ban,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G99393,Dubai,London,UAE,UK,Airbus A340-600,364,Government travel ban,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G94560,Abu Dhabi,Cairo,UAE,Egypt,Airbus A350-900,195,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G97839,Doha,Delhi,Qatar,India,Airbus A380-800,223,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G91108,Tehran,Paris,Iran,France,Boeing 777-300ER,276,Government travel ban,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G93461,Tehran,Doha,Iran,Qatar,Boeing 787-10 Dreamliner,175,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G96934,Dubai,Tehran,UAE,Iran,Airbus A320neo,228,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G94315,Tehran,Muscat,Iran,Oman,Boeing 787-9 Dreamliner,284,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G91639,Riyadh,Paris,Saudi Arabia,France,Boeing 777-300ER,254,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G95520,Moscow,Istanbul,Russia,Turkey,Boeing 737-800,204,Government travel ban,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G94187,Abu Dhabi,Karachi,UAE,Pakistan,Airbus A330-300,254,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-03,Air Arabia,G93924,Abu Dhabi,Karachi,UAE,Pakistan,Boeing 777-300ER,192,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-03,Air France,AF1920,Frankfurt,Bahrain,Germany,Bahrain,Airbus A320neo,263,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-03,Air France,AF4641,Amman,Dubai,Jordan,UAE,Boeing 737-800,281,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-03,Air France,AF8341,London,Abu Dhabi,UK,UAE,Boeing 787-10 Dreamliner,223,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-03,Air France,AF2752,Los Angeles,Singapore,USA,Singapore,Airbus A340-600,367,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-03,Air France,AF4532,Tehran,Abu Dhabi,Iran,UAE,Boeing 737 MAX 8,329,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-03,Air France,AF4441,Amman,London,Jordan,UK,Boeing 737-800,231,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-03,Air France,AF3971,Dubai,Riyadh,UAE,Saudi Arabia,Boeing 777-200LR,328,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-03,Air France,AF5597,Lahore,Riyadh,Pakistan,Saudi Arabia,Airbus A330-300,275,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-03,Air France,AF4452,Riyadh,Abu Dhabi,Saudi Arabia,UAE,Boeing 787-9 Dreamliner,261,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-03,Air France,AF3535,London,Dubai,UK,UAE,Airbus A340-600,294,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-03,Air France,AF7296,Riyadh,London,Saudi Arabia,UK,Boeing 787-9 Dreamliner,246,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-03,Air India,AI4756,Doha,Lahore,Qatar,Pakistan,Boeing 737-800,161,Security risk — conflict zone,Original sample data
2026-03-03,Air India,AI5087,Karachi,Mumbai,Pakistan,India,Airbus A380-800,100,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-03,Air India,AI1500,Abu Dhabi,Paris,UAE,France,Airbus A340-600,279,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-03,Air India,AI5308,Tehran,Paris,Iran,France,Boeing 737-800,248,Crew safety — company policy,Simulated — scaled from verified sample
